New York,2023122000,20.6955,0.0,0.0,0.0,0.0
New York,2023122002,19.5925,0.0,0.0,0.0,0.0
New York,2023122004,17.5715,-1.8333333333333333,68.0,-6.666666666666667,-6.666666666666667
New York,2023122006,15.9895,-2.4615384615384617,68.84615384615384,-6.923076923076923,-6.923076923076923
New York,2023122008,15.489,-2.2142857142857144,70.07142857142857,-7.214285714285714,-7.214285714285714
New York,2023122010,16.1495,-1.8333333333333333,68.0,-6.083333333333333,-6.083333333333333
New York,2023122012,18.611,-1.0,68.14285714285714,-5.0,-5.0
New York,2023122014,19.005,1.0833333333333333,62.833333333333336,-2.75,-2.75
New York,2023122016,18.3415,3.1666666666666665,59.666666666666664,-0.8333333333333334,-0.8333333333333334
New York,2023122018,18.157,3.923076923076923,60.46153846153846,0.07692307692307693,0.07692307692307693
New York,2023122020,18.7155,3.6,64.2,0.8,0.8
New York,2023122022,20.2575,3.0,66.76923076923077,0.0,0.0
New York,2023122100,20.2895,1.7142857142857142,71.28571428571429,-0.21428571428571427,-0.21428571428571427
New York,2023122102,19.3125,1.6470588235294117,73.82352941176471,-1.588235294117647,-1.588235294117647
New York,2023122104,17.259999999999998,1.3125,76.4375,-0.8125,-0.8125
New York,2023122106,15.628499999999999,1.3333333333333333,74.5,-2.25,-2.25
New York,2023122108,15.030000000000001,0.9333333333333333,74.66666666666667,-3.1333333333333333,-3.1333333333333333
New York,2023122110,15.636,0.15384615384615385,72.38461538461539,-5.230769230769231,-5.230769230769231
New York,2023122112,18.111,-0.5384615384615384,69.76923076923077,-5.846153846153846,-5.846153846153846
New York,2023122114,18.622999999999998,-0.16666666666666666,61.916666666666664,-5.416666666666667,-5.416666666666667
New York,2023122116,17.685000000000002,0.5,56.333333333333336,-4.416666666666667,-4.416666666666667
New York,2023122118,17.268,0.6428571428571429,52.857142857142854,-4.0,-4.0
New York,2023122120,18.152,-0.5,55.5,-5.083333333333333,-5.083333333333333
New York,2023122122,20.4035,-1.8333333333333333,60.25,-6.666666666666667,-6.666666666666667
New York,2023122200,20.691000000000003,-3.076923076923077,62.30769230769231,-7.076923076923077,-7.076923076923077
New York,2023122202,19.7895,-3.75,61.416666666666664,-7.25,-7.25
New York,2023122204,17.936500000000002,-4.25,65.5,-7.583333333333333,-7.583333333333333
